Date & Time,Route Number,Route Name,Start Location,End Location,Total Distance (km),Bus Type,Vehicle Number,Traffic Volume,Passenger Count,Bus Speed (km/h),Delay Time (minutes),Congestion Level,Accident Reported,Weather Conditions,Fuel Consumption (liters),Ticket Revenue (₹),Average Occupancy (%),Number of Stops,Duration (minutes)
2025-01-01 10:31:00,Route-358,Anand to Nadiad,Anand,Nadiad,199,Local,GJ-6-8327,426,20,78,1,High,Yes,Rainy,14.37,3228,81.08,12,195
2025-01-01 07:24:00,Route-406,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,264,Express,GJ-2-1467,210,33,62,18,High,No,Foggy,24.79,6244,41.57,16,113
2025-01-01 08:45:00,Route-667,Ahmedabad to Vadodara,Ahmedabad,Vadodara,161,Luxury,GJ-1-7580,128,51,67,7,Low,No,Sunny,10.05,3203,89.01,16,136
2025-01-01 08:50:00,Route-137,Amreli to Botad,Amreli,Botad,128,AC,GJ-1-3024,467,57,57,24,High,No,Foggy,12.16,13014,60.83,18,74
2025-01-01 09:05:00,Route-861,Ahmedabad to Vadodara,Ahmedabad,Vadodara,185,AC,GJ-16-8919,393,40,49,24,Low,Yes,Cloudy,22.03,6265,61.82,9,201
2025-01-01 09:08:00,Route-678,Mehsana to Palanpur,Mehsana,Palanpur,133,Local,GJ-10-6449,400,58,75,3,Low,No,Rainy,12.67,10222,89.34,17,128
2025-01-01 10:54:00,Route-351,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,269,Express,GJ-4-6485,439,34,68,2,High,Yes,Foggy,18.33,2027,54.91,5,106
2025-01-01 09:23:00,Route-103,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,76,AC,GJ-3-1730,425,52,52,30,Medium,Yes,Sunny,16.91,14541,94.05,5,202
2025-01-01 10:32:00,Route-539,Mehsana to Palanpur,Mehsana,Palanpur,144,Luxury,GJ-13-1262,237,47,57,1,Medium,Yes,Sunny,10.34,8212,99.55,14,193
2025-01-01 06:47:00,Route-593,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,296,Express,GJ-5-9519,116,47,76,1,High,Yes,Cloudy,16.07,6414,84.65,7,232
2025-01-01 08:35:00,Route-418,Bhuj to Gandhidham,Bhuj,Gandhidham,279,Express,GJ-8-6702,270,39,70,26,Medium,No,Cloudy,10.59,6070,90.27,13,179
2025-01-01 06:16:00,Route-678,Surat to Rajkot,Surat,Rajkot,196,Sleeper,GJ-8-5204,214,22,72,20,Low,No,Rainy,11.4,7512,84.18,8,149
2025-01-01 07:57:00,Route-765,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,124,Express,GJ-10-6915,350,27,56,2,High,Yes,Cloudy,20.13,11728,44.14,18,240
2025-01-01 06:11:00,Route-209,Navsari to Valsad,Navsari,Valsad,288,Sleeper,GJ-13-6504,428,56,49,11,Low,No,Foggy,15.68,4058,40.34,9,219
2025-01-01 08:47:00,Route-494,Porbandar to Veraval,Porbandar,Veraval,261,Sleeper,GJ-12-2880,448,55,60,16,High,Yes,Cloudy,14.46,14066,53.33,19,191
2025-01-01 06:12:00,Route-999,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,171,Luxury,GJ-1-5844,104,37,69,13,High,Yes,Sunny,12.95,7222,44.32,11,132
2025-01-01 10:28:00,Route-163,Jamnagar to Junagadh,Jamnagar,Junagadh,58,Luxury,GJ-6-7634,99,57,65,8,High,Yes,Sunny,20.9,13182,73.18,7,66
2025-01-01 10:37:00,Route-143,Jamnagar to Junagadh,Jamnagar,Junagadh,69,AC,GJ-10-7286,398,41,63,2,Medium,No,Cloudy,15.33,14629,89.83,9,76
2025-01-01 10:51:00,Route-749,Navsari to Valsad,Navsari,Valsad,219,Express,GJ-16-4948,441,36,71,21,High,No,Cloudy,10.83,12557,88.22,15,128
2025-01-01 10:45:00,Route-782,Porbandar to Veraval,Porbandar,Veraval,272,Express,GJ-14-1974,397,28,42,4,Medium,No,Foggy,24.82,5182,85.13,13,133
2025-01-01 09:39:00,Route-128,Surat to Rajkot,Surat,Rajkot,77,Local,GJ-2-5505,231,44,40,26,High,Yes,Sunny,21.51,7919,80.15,13,116
2025-01-01 10:53:00,Route-487,Surat to Rajkot,Surat,Rajkot,153,Luxury,GJ-9-2018,206,29,55,23,Low,No,Foggy,17.05,2173,71.61,9,165
2025-01-01 10:08:00,Route-338,Mehsana to Palanpur,Mehsana,Palanpur,192,AC,GJ-13-4136,398,44,43,0,High,Yes,Foggy,13.99,13253,96.39,18,134
2025-01-01 09:21:00,Route-413,Amreli to Botad,Amreli,Botad,249,AC,GJ-2-5026,313,31,56,7,Medium,Yes,Foggy,20.76,12023,70.58,20,128
2025-01-01 06:10:00,Route-777,Navsari to Valsad,Navsari,Valsad,225,AC,GJ-16-9814,489,38,71,25,Low,Yes,Cloudy,16.75,14444,80.42,15,144
2025-01-01 08:41:00,Route-638,Anand to Nadiad,Anand,Nadiad,249,Luxury,GJ-16-3166,253,57,64,0,Low,Yes,Foggy,17.82,10012,79.51,11,214
2025-01-01 10:49:00,Route-511,Mehsana to Palanpur,Mehsana,Palanpur,263,AC,GJ-15-4395,284,37,45,16,Medium,No,Rainy,12.82,14262,86.76,20,155
2025-01-01 09:45:00,Route-453,Surat to Rajkot,Surat,Rajkot,79,AC,GJ-7-6304,408,33,54,28,Low,No,Cloudy,11.85,4741,67.77,8,126
2025-01-01 06:43:00,Route-381,Ahmedabad to Vadodara,Ahmedabad,Vadodara,234,Express,GJ-7-7647,452,51,45,8,Medium,No,Sunny,24.63,4169,45.05,17,167
2025-01-01 10:56:00,Route-534,Ahmedabad to Vadodara,Ahmedabad,Vadodara,100,Express,GJ-11-1902,226,20,57,14,Low,No,Sunny,21.21,14694,50.18,6,74
2025-01-01 07:31:00,Route-144,Jamnagar to Junagadh,Jamnagar,Junagadh,294,AC,GJ-16-3896,488,46,59,16,High,Yes,Rainy,24.47,9764,99.89,10,102
2025-01-01 07:54:00,Route-229,Ahmedabad to Vadodara,Ahmedabad,Vadodara,216,Local,GJ-5-5739,91,51,79,15,High,No,Sunny,20.88,3945,50.43,18,130
2025-01-01 06:33:00,Route-543,Navsari to Valsad,Navsari,Valsad,215,AC,GJ-11-5506,88,36,49,10,Medium,No,Rainy,23.92,9125,58.55,13,76
2025-01-01 10:09:00,Route-218,Jamnagar to Junagadh,Jamnagar,Junagadh,298,AC,GJ-10-4779,87,56,71,7,High,Yes,Foggy,12.9,3818,61.97,7,121
2025-01-01 08:27:00,Route-171,Amreli to Botad,Amreli,Botad,245,Sleeper,GJ-1-8485,284,29,78,1,High,Yes,Foggy,24.43,6106,94.85,6,100
2025-01-01 08:46:00,Route-373,Amreli to Botad,Amreli,Botad,129,AC,GJ-7-6011,227,36,66,30,High,No,Sunny,17.83,8189,91.76,14,193
2025-01-01 06:48:00,Route-319,Porbandar to Veraval,Porbandar,Veraval,107,Local,GJ-4-5724,233,36,61,19,Medium,Yes,Sunny,22.31,12068,70.49,20,216
2025-01-01 09:23:00,Route-748,Bhuj to Gandhidham,Bhuj,Gandhidham,86,Sleeper,GJ-15-5827,480,58,73,28,Medium,No,Cloudy,17.79,8779,66.81,8,105
2025-01-01 08:14:00,Route-777,Surat to Rajkot,Surat,Rajkot,214,AC,GJ-16-2433,159,34,52,21,Medium,No,Sunny,12.37,12858,76.85,12,125
2025-01-01 07:37:00,Route-618,Bhuj to Gandhidham,Bhuj,Gandhidham,251,AC,GJ-11-9821,99,52,49,10,High,Yes,Foggy,21.38,2630,88.16,17,127
2025-01-01 06:26:00,Route-693,Amreli to Botad,Amreli,Botad,250,Sleeper,GJ-4-9394,266,28,57,2,Medium,Yes,Rainy,18.18,10957,91.1,7,173
2025-01-01 10:15:00,Route-684,Amreli to Botad,Amreli,Botad,269,Luxury,GJ-7-8229,120,44,45,1,Medium,No,Foggy,19.21,3703,88.95,11,135
2025-01-01 10:26:00,Route-213,Gandhinagar to Bhavnagar,Gandhinagar,Bhavnagar,199,Express,GJ-4-9845,235,52,73,24,High,Yes,Sunny,22.03,8792,61.99,9,173
2025-01-01 10:02:00,Route-777,Jamnagar to Junagadh,Jamnagar,Junagadh,101,Sleeper,GJ-16-2471,320,52,68,10,Medium,Yes,Cloudy,12.71,14902,70.67,15,163
2025-01-01 08:22:00,Route-257,Mehsana to Palanpur,Mehsana,Palanpur,177,Sleeper,GJ-8-7754,300,48,42,9,High,Yes,Rainy,15.15,14121,72.14,18,231
2025-01-01 08:07:00,Route-821,Anand to Nadiad,Anand,Nadiad,166,Sleeper,GJ-12-5825,72,58,47,20,High,No,Foggy,12.64,6980,77.72,9,175
2025-01-01 06:23:00,Route-764,Anand to Nadiad,Anand,Nadiad,80,Sleeper,GJ-10-5836,244,37,55,7,Medium,No,Cloudy,23.39,6698,73.78,14,209
2025-01-01 07:54:00,Route-507,Ahmedabad to Vadodara,Ahmedabad,Vadodara,214,Sleeper,GJ-15-2637,223,57,45,2,Low,Yes,Cloudy,24.6,6302,87.6,15,220
2025-01-01 10:22:00,Route-916,Mehsana to Palanpur,Mehsana,Palanpur,93,AC,GJ-12-7319,455,55,46,20,Medium,No,Foggy,11.6,7948,84.24,17,93
